"Species","Genus","Family","species.relative","genus.relative"
"Cissus peruviana","Cissus","Vitaceae",,
"Inga MJM5131","Inga","Fabaceae",,
"Inga stenopoda","Inga","Fabaceae",,
"Vochysia sp5","Vochysia","Vochysiaceae",,
"Paullinia alsmithii","Paullinia","Sapindaceae",,
"Senegalia fiebrigii","Senegalia","Fabaceae",,
"Miconia GAT2926","Miconia","Melastomataceae",,
"Nectandra sp8","Nectandra","Lauraceae",,
"Meriania AF9436","Meriania","Melastomataceae",,
"Pachira aquatica","Pachira","Malvaceae",,
"Salacia elliptica","Salacia","Celastraceae",,
"Alibertia pilosa","Alibertia","Rubiaceae",,
"Pouteria MJM5633","Pouteria","Sapotaceae",,
"Guatteria sp14","Guatteria","Annonaceae",,
"Acanthocladus albicans","Acanthocladus","Polygalaceae",,
"Miconia dependens","Miconia","Melastomataceae",,
"Inga ingoides","Inga","Fabaceae",,
"Magnolia gilbertoi","Magnolia","Magnoliaceae",,
"Mollinedia sp","Mollinedia","Monimiaceae",,
"Weinmannia LC4887","Weinmannia","Cunoniaceae",,
"Cordia acutifolia","Cordia","Boraginaceae",,
"Mutisia lanata","Mutisia","Asteraceae",,
"Canavalia MJM6238","Canavalia","Fabaceae",,
"Miconia sp44","Miconia","Melastomataceae",,
"Strychnos darienensis","Strychnos","Loganiaceae",,
"Sterculia peruviana","Sterculia","Malvaceae",,
"Siphocampylus ayersiae","Siphocampylus","Campanulaceae",,
"Phytelephas macrocarpa","Phytelephas","Arecaceae",,
"Piper pellitum","Piper","Piperaceae",,
"Columnea GAT204","Columnea","Gesneriaceae",,
"Oreopanax weberbaueri","Oreopanax","Araliaceae",,
"Cavendishia pubescens","Cavendishia","Ericaceae",,
"Sterculia apetala","Sterculia","Malvaceae",,
"Macrocarpaea sp1","Macrocarpaea","Gentianaceae",,
"Mascagnia MJM7042","Mascagnia","Malpighiaceae",,
"Cecropia utcubambana","Cecropia","Urticaceae",,
"Croton argyrophyllus","Croton","Euphorbiaceae",,
"Miconia GAT2941","Miconia","Melastomataceae",,
"Miconia sp6","Miconia","Melastomataceae",,
"Persea GAT2838","Persea","Lauraceae",,
"Plinia sp3","Plinia","Myrtaceae",,
"Virola sp1","Virola","Myristicaceae",,
"Cecropia sp11","Cecropia","Urticaceae",,
"Celtis ehrenbergiana","Celtis","Cannabaceae",,
"Erythroxylum raimondii","Erythroxylum","Erythroxylaceae",,
"Styloceras connatum","Styloceras","Buxaceae",,
"Diogenesia boliviana","Diogenesia","Ericaceae",,
"Allophylus paniculatus","Allophylus","Sapindaceae",,
"Senegalia hayesii","Senegalia","Fabaceae",,
"Hesperomeles NPZ5792","Hesperomeles","Rosaceae",,
"Freziera sp5","Freziera","Pentaphylacaceae",,
"Schefflera ruizii","Schefflera","Araliaceae",,
"Miconia sp27","Miconia","Melastomataceae",,
"Davilla kunthii","Davilla","Dilleniaceae",,
"Psychotria santaremica","Psychotria","Rubiaceae",,
"Fevillea cordifolia","Fevillea","Cucurbitaceae",,
"Cosmibuena grandiflora","Cosmibuena","Rubiaceae",,
"Saurauia sp3","Saurauia","Actinidiaceae",,
"Dialypetalanthus fuscescens","Dialypetalanthus","Rubiaceae",,
"Paederia brasiliensis","Paederia","Rubiaceae",,
"Plukenetia brachybotrya","Plukenetia","Euphorbiaceae",,
"Hieronyma glandulosa","Hieronyma","Phyllanthaceae",,
"Chimarrhis sp2","Chimarrhis","Rubiaceae",,
"Erythrina edulis","Erythrina","Fabaceae",,
"Miconia coelestis","Miconia","Melastomataceae",,
"Tetrapterys crispa","Tetrapterys","Malpighiaceae",,
"Barnadesia corymbosa","Barnadesia","Asteraceae",,
"Psychotria buchtienii","Psychotria","Rubiaceae",,
"Ouratea pendula","Ouratea","Ochnaceae",,
"Lozanella permollis","Lozanella","Cannabaceae",,
"Marcgravia polyantha","Marcgravia","Marcgraviaceae",,
"Machaerium kegelii","Machaerium","Fabaceae",,
"Paracalia pentamera","Paracalia","Asteraceae",,
"Calyptranthes AAD51","Calyptranthes","Myrtaceae",,
"Mikania MJM4335","Mikania","Asteraceae",,
"Pouteria durlandii","Pouteria","Sapotaceae",,
"Ocotea leucoxylon","Ocotea","Lauraceae",,
"Neea ETP298","Neea","Nyctaginaceae",,
"Theobroma speciosum","Theobroma","Malvaceae",,
"Tynanthus polyanthus","Tynanthus","Bignoniaceae",,
"Cupania oblongifolia","Cupania","Sapindaceae",,
"Manilkara bidentata","Manilkara","Sapotaceae",,
"Coussapoa crassivenosa","Coussapoa","Urticaceae",,
"Virola surinamensis","Virola","Myristicaceae",,
"Psychotria MCM1245","Psychotria","Rubiaceae",,
"Mendoncia glabra","Mendoncia","Acanthaceae",,
"Miconia sp61","Miconia","Melastomataceae",,
"Pentacalia brittoniana","Pentacalia","Asteraceae",,
"Inga sp18","Inga","Fabaceae",,
"Luehea speciosa","Luehea","Malvaceae",,
"Banisteriopsis oxyclada","Banisteriopsis","Malpighiaceae",,
"Aphelandra MJM4554","Aphelandra","Acanthaceae",,
"Guettarda uruguensis","Guettarda","Rubiaceae",,
"Faramea LC6412","Faramea","Rubiaceae",,
"Callichlamys latifolia","Callichlamys","Bignoniaceae",,
"Collaea speciosa","Collaea","Fabaceae",,
"Strychnos brachiata","Strychnos","Loganiaceae",,
"Nectandra sp60","Nectandra","Lauraceae",,
"Banara sp1","Banara","Salicaceae",,
"Bauhinia sp2","Bauhinia","Fabaceae",,
"Ocotea sp4","Ocotea","Lauraceae",,
"Anthodiscus peruanus","Anthodiscus","Caryocaraceae",,
"Pentacalia sp8","Pentacalia","Asteraceae",,
"Piptadenia MJM6801","Piptadenia","Fabaceae",,
"Schnella JRU153","Schnella","Fabaceae",,
"Jacaratia spinosa","Jacaratia","Caricaceae",,
"Pleonotoma melioides","Pleonotoma","Bignoniaceae",,
"Miconia sp26","Miconia","Melastomataceae",,
"Weinmannia nebularum","Weinmannia","Cunoniaceae",,
"Amphilophium crucigerum","Amphilophium","Bignoniaceae",,
"Sloanea meianthera","Sloanea","Elaeocarpaceae",,
"Eschweilera baguensis","Eschweilera","Lecythidaceae",,
"Sloanea spathulata","Sloanea","Elaeocarpaceae",,
"Pouteria surumuensis","Pouteria","Sapotaceae",,
"Thinouia myriantha","Thinouia","Sapindaceae",,
"Chrysophyllum manaosense","Chrysophyllum","Sapotaceae",,
"Styrax vilcabambae","Styrax","Styracaceae",,
"Quiina amazonica","Quiina","Ochnaceae",,
"Ilex guayusa","Ilex","Aquifoliaceae",,
"Mouriri LC4151A","Mouriri","Melastomataceae",,
"Calyptranthes crebra","Calyptranthes","Myrtaceae",,
"Inga cinnamomea","Inga","Fabaceae",,
"Miconia PCL106","Miconia","Melastomataceae",,
"Miconia sp4","Miconia","Melastomataceae",,
"Securidaca coriacea","Securidaca","Polygalaceae",,
"Ficus BNA218","Ficus","Moraceae",,
"Rudgea HCC33","Rudgea","Rubiaceae",,
"Nectandra LC2021","Nectandra","Lauraceae",,
"Esenbeckia amazonica","Esenbeckia","Rutaceae",,
"Stylogyne micrantha","Stylogyne","Primulaceae",,
"Symplocos ALM260","Symplocos","Symplocaceae",,
"Miconia myriantha","Miconia","Melastomataceae",,
"Ferdinandusa loretensis","Ferdinandusa","Rubiaceae",,
"Meriania cuzcoana","Meriania","Melastomataceae",,
"Protium cuneatum","Protium","Burseraceae",,
"Palicourea attenuata","Palicourea","Rubiaceae",,
"Protium tenuifolium","Protium","Burseraceae",,
"Bertiera guianensis","Bertiera","Rubiaceae",,
"Mikania MCM1496","Mikania","Asteraceae",,
"Pouteria sagotiana","Pouteria","Sapotaceae",,
"Lindackeria paludosa","Lindackeria","Achariaceae",,
"Mauria subserrata","Mauria","Anacardiaceae",,
"Urera verrucosa","Urera","Urticaceae",,
"Prunus williamsii","Prunus","Rosaceae",,
"Retrophyllum rospigliosii","Retrophyllum","Podocarpaceae",,
"Oreopanax sp3","Oreopanax","Araliaceae",,
"Guettarda ETP189A","Guettarda","Rubiaceae",,
"Pentacalia GAT2538","Pentacalia","Asteraceae",,
"Bignonia binata","Bignonia","Bignoniaceae",,
"Myrcia egensis","Myrcia","Myrtaceae",,
"Miconia terborghii","Miconia","Melastomataceae",,
"Pleurothyrium sp1","Pleurothyrium","Lauraceae",,
"Guatteria sanctae-crucis","Guatteria","Annonaceae",,
"Allophylus RSS19","Allophylus","Sapindaceae",,
"Calyptranthes MJM5371","Calyptranthes","Myrtaceae",,
"Hirtella macrophylla","Hirtella","Chrysobalanaceae",,
"Neea sp2","Neea","Nyctaginaceae",,
"Paullinia laeta","Paullinia","Sapindaceae",,
"Solanum GAT433","Solanum","Solanaceae",,
"Ayapanopsis beckii","Ayapanopsis","Asteraceae",,
"Zanthoxylum huberi","Zanthoxylum","Rutaceae",,
"Viburnum helskii","Viburnum","Caprifoliaceae",,
"Chomelia malaneoides","Chomelia","Rubiaceae",,
"Couepia sp1","Couepia","Chrysobalanaceae",,
"Enterolobium sp1","Enterolobium","Fabaceae",,
"Blakea sp2","Blakea","Melastomataceae",,
"Cochlospermum orinocense","Cochlospermum","Bixaceae",,
"Hillia killipii","Hillia","Rubiaceae",,
"Oyedaea rusbyi","Oyedaea","Asteraceae",,
"Matisia cordata","Matisia","Malvaceae",,
"Swartzia LC6193","Swartzia","Fabaceae",,
"Llerasia LC3530","Llerasia","Asteraceae",,
"Abutilon GAT3223","Abutilon","Malvaceae",,
"Myrcia neesiana","Myrcia","Myrtaceae",,
"Helicostylis elegans","Helicostylis","Moraceae",,
"Diplopterys longialata","Diplopterys","Malpighiaceae",,
"Ocotea subcordata","Ocotea","Lauraceae",,
"Paypayrola LC535","Paypayrola","Violaceae",,
"Serjania FCM144","Serjania","Sapindaceae",,
"Faramea sp3","Faramea","Rubiaceae",,
"Vismia glaziovii","Vismia","Clusiaceae",,
"Monina sp5","Monina","Polygalaceae",,
"Casearia LC3349","Casearia","Salicaceae",,
"Heteropterys NPZ5650","Heteropterys","Malpighiaceae",,
"Odontocarya GAT1653","Odontocarya","Menispermaceae",,
"Nectandra sp7","Nectandra","Lauraceae",,
"Amaioua corymbosa","Amaioua","Rubiaceae",,
"Tachigali sp5","Tachigali","Fabaceae",,
"Piper acutifolium","Piper","Piperaceae",,
"Monnina FB437","Monnina","Polygalaceae",,
"Couepia obovata","Couepia","Chrysobalanaceae",,
"Protium sp5","Protium","Burseraceae",,
"Lepidaploa solomonii","Lepidaploa","Asteraceae",,
"Psychotria capitata","Psychotria","Rubiaceae",,
"Lonchocarpus sericophyllus","Lonchocarpus","Fabaceae",,
"Schefflera morototoni","Schefflera","Araliaceae",,
"Tapura peruviana","Tapura","Dichapetalaceae",,
"Gaultheria sp3","Gaultheria","Ericaceae",,
"Meliosma ILR1830","Meliosma","Sabiaceae",,
"Erythroxylum MJM5069","Erythroxylum","Erythroxylaceae",,
"Schefflera sp3","Schefflera","Araliaceae",,
"Alibertia MCT72","Alibertia","Rubiaceae",,
"Strychnos poeppigii","Strychnos","Loganiaceae",,
"Coussarea klugii","Coussarea","Rubiaceae",,
"Urera simplex","Urera","Urticaceae",,
"Prunus ILR482","Prunus","Rosaceae",,
"Monnina LC3598","Monnina","Polygalaceae",,
"Ouratea werdermannii","Ouratea","Ochnaceae",,
"Naucleopsis ulei","Naucleopsis","Moraceae",,
"Endlicheria AF17634","Endlicheria","Lauraceae",,
"Weinmannia AF19282","Weinmannia","Cunoniaceae",,
"Dichapetalum spruceanum","Dichapetalum","Dichapetalaceae",,
"Cordia GAT3169","Cordia","Boraginaceae",,
"Miconia GAT2322","Miconia","Melastomataceae",,
"Tachigali macbridei","Tachigali","Fabaceae",,
"Lonchocarpus sp2","Lonchocarpus","Fabaceae",,
"Clusia sp14","Clusia","Clusiaceae",,
"Neea ILR100","Neea","Nyctaginaceae",,
"Joosia sericea","Joosia","Rubiaceae",,
"Banisteriopsis LC754","Banisteriopsis","Malpighiaceae",,
"Gynoxys compressissima","Gynoxys","Asteraceae",,
"Ferdinandusa sp1","Ferdinandusa","Rubiaceae",,
"Hiraea fagifolia","Hiraea","Malpighiaceae",,
"Mikania urticifolia","Mikania","Asteraceae",,
"Dendrophorbium GAT197","Dendrophorbium","Asteraceae",,
"Bactris acanthocarpa","Bactris","Arecaceae",,
"Weinmannia cundinamarcensis","Weinmannia","Cunoniaceae",,
"Passiflora dalechampioides","Passiflora","Passifloraceae",,
"Humiriastrum mapiriense","Humiriastrum","Humiriaceae",,
"Sloanea brevipes","Sloanea","Elaeocarpaceae",,
"Cespedesia spathulata","Cespedesia","Ochnaceae",,
"Tachigali bracteosa","Tachigali","Fabaceae",,
"Cecropia sp2","Cecropia","Urticaceae",,
"Pouteria sp6","Pouteria","Sapotaceae",,
"Mikania psilostachya","Mikania","Asteraceae",,
"Solanum mapiricum","Solanum","Solanaceae",,
"Miconia GAT234","Miconia","Melastomataceae",,
"Ficus SPS177","Ficus","Moraceae",,
"Myrcianthes pseudomato","Myrcianthes","Myrtaceae",,
"Inga sp7","Inga","Fabaceae",,
"Miconia MJM4817","Miconia","Melastomataceae",,
"Cyathea sp12","Cyathea","Cyatheaceae",,
"Drypetes sp1","Drypetes","Putranjivaceae",,
"Serjania meridionalis","Serjania","Sapindaceae",,
"Siparuna cuspidata","Siparuna","Siparunaceae",,
"Persea sp8","Persea","Lauraceae",,
"Pourouma sp5","Pourouma","Urticaceae",,
"Clethra sp2","Clethra","Clethraceae",,
"Aegiphila ulei","Aegiphila","Lamiaceae",,
"Clavija tarapotana","Clavija","Primulaceae",,
"Solanum circinatum","Solanum","Solanaceae",,
"Pouteria BNA767","Pouteria","Sapotaceae",,
"Herrania nycterodendron","Herrania","Malvaceae",,
"Sloanea fragans","Sloanea","Elaeocarpaceae",,
"Maytenus macrocarpa","Maytenus","Celastraceae",,
"Ruagea subviridifolia","Ruagea","Meliaceae",,
"Palicourea pervicax","Palicourea","Rubiaceae",,
"Inga velutina","Inga","Fabaceae",,
"Joosia umbellifera","Joosia","Rubiaceae",,
"Psychotria sp9","Psychotria","Rubiaceae",,
"Ocotea GAT964","Ocotea","Lauraceae",,
"Solanum GAT162","Solanum","Solanaceae",,
"Alibertia bertierifolia","Alibertia","Rubiaceae",,
"Pourouma sp6","Pourouma","Urticaceae",,
"Micropholis venulosa","Micropholis","Sapotaceae",,
"Loreya sp1","Loreya","Melastomataceae",,
"Guatteria sp16","Guatteria","Annonaceae",,
"Ficus banosensis","Ficus","Moraceae",,
"Solanum GAT3069","Solanum","Solanaceae",,
"Casearia AF4263","Casearia","Salicaceae",,
"Dalbergia gracilis","Dalbergia","Fabaceae",,
"Baccharis AF11770","Baccharis","Asteraceae",,
"Paullinia cuneata","Paullinia","Sapindaceae",,
"Machaerium multifoliolatum","Machaerium","Fabaceae",,
"Abuta rufescens","Abuta","Menispermaceae",,
"Swartzia oraria","Swartzia","Fabaceae",,
"Heteropterys laurifolia","Heteropterys","Malpighiaceae",,
"Ocotea sp22","Ocotea","Lauraceae",,
"Clusia amazonica","Clusia","Clusiaceae",,
"Piper AF17199","Piper","Piperaceae",,
"Piper villosissimum","Piper","Piperaceae",,
"Ocotea GAT3200","Ocotea","Lauraceae",,
"Piper GAT2253","Piper","Piperaceae",,
"Myrcia sp15","Myrcia","Myrtaceae",,
"Cordia panamensis","Cordia","Boraginaceae",,
"Gynoxys sp9","Gynoxys","Asteraceae",,
"Gynoxys sp2","Gynoxys","Asteraceae",,
"Miconia MJM5978","Miconia","Melastomataceae",,
"Geonoma sp5","Geonoma","Arecaceae",,
"Symplocos sp8","Symplocos","Symplocaceae",,
"Xylopia benthamii","Xylopia","Annonaceae",,
"Gurania lobata","Gurania","Cucurbitaceae",,
"Urera ILR1252","Urera","Urticaceae",,
"Talisia retusa","Talisia","Sapindaceae",,
"Persea brevipes","Persea","Lauraceae",,
"Endlicheria dysodantha","Endlicheria","Lauraceae",,
"Piper MJM4934","Piper","Piperaceae",,
"Pentagonia sp1","Pentagonia","Rubiaceae",,
"Licaria cannella","Licaria","Lauraceae",,
"Myrcia sp7","Myrcia","Myrtaceae",,
"Miconia MCM1469","Miconia","Melastomataceae",,
"Hesperomeles obtusifolia","Hesperomeles","Rosaceae",,
"Dalbergia riparia","Dalbergia","Fabaceae",,
"Paullinia dasygonia","Paullinia","Sapindaceae",,
"Persea sp7","Persea","Lauraceae",,
"Miconia sp62","Miconia","Melastomataceae",,
"Monina connectisepala","Monina","Polygalaceae",,
"Swartzia simplex","Swartzia","Fabaceae",,
"Ocotea sp11","Ocotea","Lauraceae",,
"Inga pezizifera","Inga","Fabaceae",,
"Calyptranthes AM3616","Calyptranthes","Myrtaceae",,
"Piptadenia peruviana","Piptadenia","Fabaceae",,
"Glycydendron amazonicum","Glycydendron","Euphorbiaceae",,
"Apeiba tibourbou","Apeiba","Malvaceae",,
"Persea sp11","Persea","Lauraceae",,
"Miconia sp23","Miconia","Melastomataceae",,
"Myrcia FB262","Myrcia","Myrtaceae",,
"Dendrophorbium cabrerae","Dendrophorbium","Asteraceae",,
"Persea sp9","Persea","Lauraceae",,
"Nectandra HCC129","Nectandra","Lauraceae",,
"Siphoneugena dussii","Siphoneugena","Myrtaceae",,
"Eugenia LC6317","Eugenia","Myrtaceae",,
"Pouteria lucumifolia","Pouteria","Sapotaceae",,
"Ocotea solomonii","Ocotea","Lauraceae",,
"Psychotria CMG2814","Psychotria","Rubiaceae",,
"Paullinia brentberlinii","Paullinia","Sapindaceae",,
"Toulicia RS8440","Toulicia","Sapindaceae",,
"Ficus tovarensis","Ficus","Moraceae",,
"Toulicia reticulata","Toulicia","Sapindaceae",,
"Meliosma sp5","Meliosma","Sabiaceae",,
"Inga cordatoalata","Inga","Fabaceae",,
"Piper sp11","Piper","Piperaceae",,
"Aniba sp","Aniba","Lauraceae",,
"Erythroxylum patens","Erythroxylum","Erythroxylaceae",,
"Meliosma vasquezii","Meliosma","Sabiaceae",,
"Moquiniastrum bolivianum","Moquiniastrum","Asteraceae",,
"Senecio sp5","Senecio","Asteraceae",,
"Stizophyllum inaequilaterum","Stizophyllum","Bignoniaceae",,
"Siparuna sessiliflora","Siparuna","Siparunaceae",,
"Oreopanax sp6","Oreopanax","Araliaceae",,
"Cedrela ETP315","Cedrela","Meliaceae",,
"Aphelandra glabrata","Aphelandra","Acanthaceae",,
"Nectandra sp10","Nectandra","Lauraceae",,
"Persea GAT1675","Persea","Lauraceae",,
"Piptadenia pteroclada","Piptadenia","Fabaceae",,
"Marcgravia oblongifolia","Marcgravia","Marcgraviaceae",,
"Styrax sieberi","Styrax","Styracaceae",,
"Abarema sp","Abarema","Fabaceae",,
"Miconia stelligera","Miconia","Melastomataceae",,
"Guatteria sp1","Guatteria","Annonaceae",,
"Parkia pendula","Parkia","Fabaceae",,
"Alibertia RVH775","Alibertia","Rubiaceae",,
"Miconia sp46","Miconia","Melastomataceae",,
"Miconia sp51","Miconia","Melastomataceae",,
"Ocotea monzonensis","Ocotea","Lauraceae",,
"Galipea ramiflora","Galipea","Rutaceae",,
"Ixora HCC155","Ixora","Rubiaceae",,
"Psychotria deflexa","Psychotria","Rubiaceae",,
"Paullinia CMG1699","Paullinia","Sapindaceae",,
"Daphnopsis HAG70756","Daphnopsis","Thymelaeaceae",,
"Miconia sp40","Miconia","Melastomataceae",,
"Trichilia maynasiana","Trichilia","Meliaceae",,
"Mascagnia MJM6934","Mascagnia","Malpighiaceae",,
"Marlierea LC620","Marlierea","Myrtaceae",,
"Miconia affinis","Miconia","Melastomataceae",,
"Cestrum conglomeratum","Cestrum","Solanaceae",,
"Caryocar glabrum","Caryocar","Caryocaraceae",,
"Protium plagiocarpium","Protium","Burseraceae",,
"Tachigali formicarum","Tachigali","Fabaceae",,
"Coccoloba longipes","Coccoloba","Polygonaceae",,
"Mikania GAT1548","Mikania","Asteraceae",,
"Doliocarpus magnificus","Doliocarpus","Dilleniaceae",,
"Telitoxicum sp","Telitoxicum","Menispermaceae",,
"Naucleopsis sp1","Naucleopsis","Moraceae",,
"Oreopanax sp8","Oreopanax","Araliaceae",,
"Randia ILR80","Randia","Rubiaceae",,
"Roupala cordifolia","Roupala","Proteaceae",,
"Hydrangea GAT1405","Hydrangea","Hydrangeaceae",,
"Heteropterys krapovickasii","Heteropterys","Malpighiaceae",,
"Poincianella pluviosa","Poincianella","Fabaceae",,
"Cyathea meridensis","Cyathea","Cyatheaceae",,
"Solanum hartwegii","Solanum","Solanaceae",,
"Souroubea guianensis","Souroubea","Marcgraviaceae",,
"Miconia sp45","Miconia","Melastomataceae",,
"Brunellia dichapetaloides","Brunellia","Brunelliaceae",,
"Senna MJM6922","Senna","Fabaceae",,
"Acalypha BNA161","Acalypha","Euphorbiaceae",,
"Cestrum MJM4560","Cestrum","Solanaceae",,
"Ilex sp3","Ilex","Aquifoliaceae",,
"Ocotea LC6203","Ocotea","Lauraceae",,
"Ocotea cuneifolia","Ocotea","Lauraceae",,
"Neea sp1","Neea","Nyctaginaceae",,
"Hirtella LC6215","Hirtella","Chrysobalanaceae",,
"Cyathea sp1","Cyathea","Cyatheaceae",,
"Cryptocarya aschersoniana","Cryptocarya","Lauraceae",,
"Siphocampylus membranaceus","Siphocampylus","Campanulaceae",,
"Ocotea sp15","Ocotea","Lauraceae",,
"Aegiphila integrifolia","Aegiphila","Lamiaceae",,
"Gynoxys repanda","Gynoxys","Asteraceae",,
"Oyedaea boliviana","Oyedaea","Asteraceae",,
"Miconia MCM201","Miconia","Melastomataceae",,
"Licania MJM5498","Licania","Chrysobalanaceae",,
"Casearia fasciculata","Casearia","Salicaceae",,
"Lacistema nena","Lacistema","Lacistemataceae",,
"Securidaca warmingiana","Securidaca","Polygalaceae",,
"Piptadenia cuzcoensis","Piptadenia","Fabaceae",,
"Heisteria sp","Heisteria","Olacaceae",,
"Solanum sp12","Solanum","Solanaceae",,
"Bunchosia sp","Bunchosia","Malpighiaceae",,
"Mikania LC2920","Mikania","Asteraceae",,
"Piper pubiovarium","Piper","Piperaceae",,
"Marcgravia sp1","Marcgravia","Marcgraviaceae",,
"Pouteria MVH1","Pouteria","Sapotaceae",,
"Siphocampylus angustiflorus","Siphocampylus","Campanulaceae",,
"Ilex gotardensis","Ilex","Aquifoliaceae",,
"Miconia sp7","Miconia","Melastomataceae",,
"Eugenia SPS11","Eugenia","Myrtaceae",,
"Calyptranthes FB341","Calyptranthes","Myrtaceae",,
"Psychotria gracilenta","Psychotria","Rubiaceae",,
"Lepidaploa LC331","Lepidaploa","Asteraceae",,
"Prunus sp6","Prunus","Rosaceae",,
"Andira CMG1846","Andira","Fabaceae",,
"Calycophyllum spruceanum","Calycophyllum","Rubiaceae",,
"Nectandra sp1","Nectandra","Lauraceae",,
"Eugenia BNA79","Eugenia","Myrtaceae",,
"Meliosma GAT1733","Meliosma","Sabiaceae",,
"Brunellia brunnea","Brunellia","Brunelliaceae",,
"Oreopanax sp9","Oreopanax","Araliaceae",,
"Alseis TMG118","Alseis","Rubiaceae",,
"Rhodostemonodaphne sp1","Rhodostemonodaphne","Lauraceae",,
"Cyathea sp9","Cyathea","Cyatheaceae",,
"Reichenbachia hirsuta","Reichenbachia","Nyctaginaceae",,
"Licania sp2","Licania","Chrysobalanaceae",,
"Schefflera acuminata","Schefflera","Araliaceae",,
"Symplocos sp5","Symplocos","Symplocaceae",,
"Jacaranda obtusifolia","Jacaranda","Bignoniaceae",,
"Bunchosia angustifolia","Bunchosia","Malpighiaceae",,
"Meriania GAT3281","Meriania","Melastomataceae",,
"Diospyros artanthifolia","Diospyros","Ebenaceae",,
"Marcgravia crenata","Marcgravia","Marcgraviaceae",,
"Piper elongatum","Piper","Piperaceae",,
"Eschweilera sp1","Eschweilera","Lecythidaceae",,
"Gouania lupuloides","Gouania","Rhamnaceae",,
"Eugenia LC6319","Eugenia","Myrtaceae",,
"Blepharocalyx salicifolius","Blepharocalyx","Myrtaceae",,
"Hymenaea oblongifolia","Hymenaea","Fabaceae",,
"Cordia kingstoniana","Cordia","Boraginaceae",,
"Ternstroemia globiflora","Ternstroemia","Pentaphylacaceae",,
"Manihot condensata","Manihot","Euphorbiaceae",,
"Ocotea albopunctulata","Ocotea","Lauraceae",,
"Piper AF5893","Piper","Piperaceae",,
"Sloanea latifolia","Sloanea","Elaeocarpaceae",,
"Piper sp8","Piper","Piperaceae",,
"Senegalia multipinnata","Senegalia","Fabaceae",,
"Weinmannia sp3","Weinmannia","Cunoniaceae",,
"Faramea sp1","Faramea","Rubiaceae",,
"Matayba peruviana","Matayba","Sapindaceae",,
"Piper sp6","Piper","Piperaceae",,
"Palicourea lasiantha","Palicourea","Rubiaceae",,
"Munnozia subviridis","Munnozia","Asteraceae",,
"Eschweilera klugii","Eschweilera","Lecythidaceae",,
"Myrcia amazonica","Myrcia","Myrtaceae",,
"Weinmannia JGM42","Weinmannia","Cunoniaceae",,
"Caraipa densifolia","Caraipa","Calophyllaceae",,
"Calophyllum longifolium","Calophyllum","Calophyllaceae",,
"Palicourea wachterae","Palicourea","Rubiaceae",,
"Pouteria sp1","Pouteria","Sapotaceae",,
"Cybianthus callejasii","Cybianthus","Primulaceae",,
"Heisteria duckei","Heisteria","Olacaceae",,
"Tanaecium mutabile","Tanaecium","Bignoniaceae",,
"Erythroxylum sp2","Erythroxylum","Erythroxylaceae",,
"Tachigali vasquezii","Tachigali","Fabaceae",,
"Cavanillesia hylogeiton","Cavanillesia","Malvaceae",,
"Psychotria alba","Psychotria","Rubiaceae",,
"Quiina cruegeriana","Quiina","Ochnaceae",,
"Elaeagia karstenii","Elaeagia","Rubiaceae",,
"Mikania LC3557","Mikania","Asteraceae",,
"Aniba canelilla","Aniba","Lauraceae",,
"Oreopanax GAT1676","Oreopanax","Araliaceae",,
"Dodonaea viscosa","Dodonaea","Sapindaceae",,
"Miconia galactantha","Miconia","Melastomataceae",,
"Galipea trifoliata","Galipea","Rutaceae",,
"Mascagnia dissimilis","Mascagnia","Malpighiaceae",,
"Brunellia pinnata","Brunellia","Brunelliaceae",,
"Palicourea MJM6271","Palicourea","Rubiaceae",,
"Solanum acuminatum","Solanum","Solanaceae",,
"Siphocampylus dubius","Siphocampylus","Campanulaceae",,
"Ormosia sp4","Ormosia","Fabaceae",,
"Solanum sp2","Solanum","Solanaceae",,
"Lepidaploa LC4226A","Lepidaploa","Asteraceae",,
"Dichapetalum rugosum","Dichapetalum","Dichapetalaceae",,
"Vasconcellea glandulosa","Vasconcellea","Caricaceae",,
"Apeiba glabra","Apeiba","Malvaceae",,
"Byrsonima stipulaceae","Byrsonima","Malpighiaceae",,
"Machaerium pilosum","Machaerium","Fabaceae",,
"Centropogon GAT2576","Centropogon","Campanulaceae",,
"Ilex cuzcoana","Ilex","Aquifoliaceae",,
"Miconia TMG410","Miconia","Melastomataceae",,
"Cordiera triflora","Cordiera","Rubiaceae",,
"Phyllanthus AEC362","Phyllanthus","Phyllanthaceae",,
"Hirtella excelsa","Hirtella","Chrysobalanaceae",,
"Brosimum acutifolium","Brosimum","Moraceae",,
"Rudgea PCL21","Rudgea","Rubiaceae",,
"Inga poeppigiana","Inga","Fabaceae",,
"Guarea ETP256","Guarea","Meliaceae",,
"Miconia MVH53","Miconia","Melastomataceae",,
"Xylopia GAT825","Xylopia","Annonaceae",,
"Ruagea sp1","Ruagea","Meliaceae",,
"Ruagea ILR122","Ruagea","Meliaceae",,
"Unonopsis MJM5748","Unonopsis","Annonaceae",,
"Clusia sp13","Clusia","Clusiaceae",,
"Lonchocarpus seorsus","Lonchocarpus","Fabaceae",,
"Trichilia NPZ5093","Trichilia","Meliaceae",,
"Lafoensia punicifolia","Lafoensia","Lythraceae",,
"Miconia reducens","Miconia","Melastomataceae",,
"Dendropanax sp5","Dendropanax","Araliaceae",,
"Gordonia MJM5263","Gordonia","Theaceae",,
